,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,2011-03-03,12.756786346435549,12.849642753601074,12.71142864227295,12.841428756713867,10.885416030883787,500788400
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,2011-03-04,12.85964298248291,12.86750030517578,12.776785850524902,12.85714340209961,10.8987398147583,453266800
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,2011-03-07,12.907142639160156,12.916786193847656,12.546786308288574,12.691429138183594,10.758268356323242,546123200
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,2011-03-08,12.6753568649292,12.764286041259766,12.58035659790039,12.705714225769045,10.770378112792969,356316800
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,2011-03-09,12.667499542236328,12.670000076293944,12.521429061889648,12.588213920593262,10.670778274536133,453306000
297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,2011-03-10,12.468570709228516,12.491786003112791,12.317856788635254,12.381071090698242,10.495184898376465,507539200
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,2011-03-11,12.333213806152344,12.582857131958008,12.321429252624512,12.571070671081545,10.656241416931152,471080400
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,2011-03-14,12.613571166992188,12.73142910003662,12.546786308288574,12.627142906188965,10.703774452209473,435957200
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,2011-03-15,12.217857360839844,12.422857284545898,12.146429061889648,12.336786270141602,10.457645416259766,721081200
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,2011-03-16,12.214285850524902,12.25,11.652142524719238,11.786070823669434,9.990812301635742,1162011200
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,2011-03-17,12.029643058776855,12.128929138183594,11.809286117553713,11.95142936706543,10.130986213684082,659422400
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,2011-03-18,12.040356636047363,12.078571319580078,11.785714149475098,11.809642791748049,10.010791778564451,753214000
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,2011-03-21,11.999643325805664,12.133570671081545,11.973570823669434,12.117856979370115,10.27206325531006,409402000
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,2011-03-22,12.234286308288574,12.23642921447754,12.112142562866213,12.185713768005373,10.329582214355469,325922800
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,2011-03-23,12.117142677307127,12.150713920593262,11.998213768005373,12.11392879486084,10.2687349319458,372996400
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,2011-03-24,12.208929061889648,12.35714340209961,12.102143287658691,12.320357322692873,10.443717002868652,404712000
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,2011-03-25,12.431071281433104,12.57357120513916,12.39357089996338,12.55500030517578,10.642618179321287,448910000
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,2011-03-28,12.612500190734863,12.65428638458252,12.515713691711426,12.515713691711426,10.6093168258667,309355200
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,2011-03-29,12.416428565979004,12.53428554534912,12.359286308288574,12.53428554534912,10.62506103515625,352900800
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,2011-03-30,12.522856712341309,12.531429290771484,12.408571243286133,12.45107078552246,10.554522514343262,329406000
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,2011-03-31,12.369999885559082,12.492856979370115,12.359286308288574,12.446785926818848,10.550888061523438,274019200
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,2011-04-01,12.539643287658691,12.556785583496094,12.260713577270508,12.305713653564451,10.43130588531494,418661600
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,2011-04-04,12.296786308288574,12.307143211364746,12.08571434020996,12.185357093811035,10.329280853271484,460084800
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,2011-04-05,12.035357475280762,12.223214149475098,12.0,12.103214263916016,10.259647369384766,482731200
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,2011-04-06,12.186429023742676,12.282142639160156,12.040714263916016,12.072856903076172,10.233916282653809,402539200
317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,2011-04-07,12.074999809265137,12.15821361541748,12.001070976257324,12.074286460876465,10.23512840270996,373447200
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,2011-04-08,12.140000343322754,12.14821434020996,11.926786422729492,11.966428756713867,10.143696784973145,377535200
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,2011-04-11,11.930713653564451,11.988213539123535,11.786429405212402,11.814286231994627,10.014732360839844,398946800
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,2011-04-12,11.803214073181152,11.91892910003662,11.79285717010498,11.871429443359377,10.06317138671875,425639200
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,2011-04-13,11.96500015258789,12.005000114440918,11.875714302062988,12.004643440246582,10.176091194152832,346220000
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,2011-04-14,11.95714282989502,12.0,11.859286308288574,11.872142791748049,10.063776969909668,301800800
323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,2011-04-15,11.903571128845217,11.915714263916016,11.671428680419922,11.69499969482422,9.913614273071287,453605600
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,2011-04-18,11.646429061889648,11.865357398986816,11.434286117553713,11.85178565979004,10.046517372131348,609898800
325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,2011-04-19,11.896429061889648,12.070713996887209,11.84678554534912,12.066429138183594,10.228468894958496,419378400
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,2011-04-20,12.268214225769045,12.348214149475098,12.196429252624512,12.228928565979004,10.366217613220217,700666400
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,2011-04-21,12.678570747375488,12.68321418762207,12.447142601013184,12.524999618530272,10.617192268371582,753810400
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,2011-04-25,12.5121431350708,12.633929252624512,12.510713577270508,12.607500076293944,10.687124252319336,266546000
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,2011-04-26,12.62928581237793,12.678214073181152,12.47678565979004,12.515000343322754,10.60871410369873,338800000
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,2011-04-27,12.579999923706056,12.583929061889648,12.396429061889648,12.505356788635254,10.60053825378418,356213200
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,2011-04-28,12.36392879486084,12.491070747375488,12.34000015258789,12.383929252624512,10.497608184814451,360959200
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,2011-04-29,12.385000228881836,12.641071319580078,12.381071090698242,12.504643440246582,10.599934577941896,1006345200
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,2011-05-02,12.490714073181152,12.516785621643066,12.339285850524902,12.367142677307127,10.483375549316406,442713600
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,2011-05-03,12.428214073181152,12.496070861816406,12.343570709228516,12.435713768005373,10.541502952575684,313348000
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,2011-05-04,12.437856674194336,12.565357208251951,12.38857078552246,12.48464298248291,10.58298110961914,389250400
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,2011-05-05,12.442856788635254,12.533928871154783,12.358928680419922,12.383929252624512,10.497608184814451,335969200
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,2011-05-06,12.48892879486084,12.5,12.364643096923828,12.380714416503906,10.494876861572266,280134400
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,2011-05-09,12.42357063293457,12.471428871154783,12.376070976257324,12.41428565979004,10.523338317871094,204747200
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,2011-05-10,12.460356712341309,12.48892879486084,12.380714416503906,12.48035717010498,10.579345703125,282091600
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,2011-05-11,12.46500015258789,12.5,12.329999923706056,12.401070594787598,10.51213264465332,336000000
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,2011-05-12,12.36142921447754,12.397143363952637,12.223929405212402,12.3774995803833,10.492155075073242,322000000
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,2011-05-13,12.345000267028809,12.366070747375488,12.155357360839844,12.160714149475098,10.308388710021973,326116000
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,2011-05-16,12.114286422729492,12.186429023742676,11.878570556640623,11.903571128845217,10.090417861938477,449775200
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,2011-05-17,11.85714340209961,12.005000114440918,11.811785697937012,12.005000114440918,10.176395416259766,452334400
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,2011-05-18,12.016785621643066,12.180356979370115,12.0,12.138214111328123,10.289319038391112,334776400
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,2011-05-19,12.217143058776855,12.228928565979004,12.095356941223145,12.161786079406738,10.30929946899414,261170000
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,2011-05-20,12.127142906188965,12.176786422729492,11.96500015258789,11.972143173217772,10.148545265197754,337968400
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,2011-05-23,11.784643173217772,11.999285697937012,11.765000343322754,11.942856788635254,10.12371826171875,383600000
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,2011-05-24,11.98214340209961,11.996429443359377,11.833571434020996,11.86392879486084,10.05681324005127,321927200
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,2011-05-25,11.90821361541748,12.091428756713867,11.887499809265137,12.027856826782228,10.195770263671877,294224000
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,2011-05-26,11.998929023742676,12.03178596496582,11.943928718566896,11.964285850524902,10.141884803771973,222560800
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,2011-05-27,11.95714282989502,12.05821418762207,11.939642906188965,12.0503568649292,10.214845657348633,203599200
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,2011-05-31,12.182143211364746,12.422499656677246,12.178570747375488,12.422499656677246,10.53030490875244,417754400
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,2011-06-01,12.459643363952637,12.57607078552246,12.308929443359377,12.339642524719238,10.460063934326172,554682800
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,2011-06-02,12.375,12.427857398986816,12.296428680419922,12.360713958740234,10.47792625427246,338783200
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,2011-06-03,12.256428718566896,12.333213806152344,12.214642524719238,12.265713691711426,10.397394180297852,313250000
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,2011-06-06,12.346428871154783,12.39464282989502,12.064642906188965,12.072856903076172,10.233916282653809,461941200
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,2011-06-07,12.077500343322754,12.079285621643066,11.853570938110352,11.85857105255127,10.052273750305176,529785200
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,2011-06-08,11.849286079406738,11.95714282989502,11.808929443359377,11.865714073181152,10.05832290649414,333723600
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,2011-06-09,11.901785850524902,11.916786193847656,11.8125,11.838929176330566,10.035619735717772,275088800
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,2011-06-10,11.805356979370115,11.845000267028809,11.625356674194336,11.639286041259766,9.866387367248535,433955200
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,2011-06-13,11.685713768005373,11.725357055664062,11.60964298248291,11.66428565979004,9.887578010559082,329473200
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,2011-06-14,11.785714149475098,11.901785850524902,11.76107120513916,11.872857093811035,10.06438159942627,334569200
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,2011-06-15,11.776785850524902,11.796428680419922,11.602856636047363,11.66964340209961,9.892120361328123,399196000
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,2011-06-16,11.675000190734863,11.738571166992188,11.368928909301758,11.6128568649292,9.843984603881836,510591200
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,2011-06-17,11.749643325805664,11.758929252624512,11.40571403503418,11.437856674194336,9.695638656616213,615020000
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,2011-06-20,11.334285736083984,11.346428871154783,11.089285850524902,11.261428833007812,9.5460844039917,640645600
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,2011-06-21,11.3100004196167,11.635713577270508,11.257143020629885,11.617856979370115,9.848224639892578,493382400
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,2011-06-22,11.6128568649292,11.746429443359377,11.51357078552246,11.521785736083984,9.766786575317385,390583200
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,2011-06-23,11.390713691711426,11.846071243286133,11.36142921447754,11.82964324951172,10.027748107910156,559759200
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,2011-06-24,11.834643363952637,11.89821434020996,11.610357284545898,11.655357360839844,9.880010604858398,439807200
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,2011-06-27,11.6996431350708,11.925000190734863,11.6875,11.85857105255127,10.052273750305176,339813600
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,2011-06-28,11.916070938110352,12.024999618530272,11.908571243286133,11.973570823669434,10.149751663208008,294299600
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,2011-06-29,12.001428604125977,12.013214111328123,11.852856636047363,11.93000030517578,10.112817764282228,352545200
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,2011-06-30,11.953571319580078,12.004643440246582,11.8871431350708,11.988213539123535,10.16217041015625,322954800
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,2011-07-01,11.998213768005373,12.26785659790039,11.935713768005373,12.259285926818848,10.391945838928224,435313200
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,2011-07-05,12.25,12.493928909301758,12.23214340209961,12.479642868041992,10.578740119934082,355054000
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,2011-07-06,12.462499618530272,12.646429061889648,12.38249969482422,12.562856674194336,10.64927864074707,444626000
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,2011-07-07,12.666786193847656,12.785714149475098,12.64285659790039,12.757143020629885,10.81397533416748,399663600
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,2011-07-08,12.619285583496094,12.85714340209961,12.578571319580078,12.84678554534912,10.889959335327148,489633200
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,2011-07-11,12.726428985595703,12.848929405212402,12.600713729858398,12.64285659790039,10.71709156036377,442674400
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,2011-07-12,12.626070976257324,12.774286270141602,12.450714111328123,12.633929252624512,10.709521293640137,451609200
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,2011-07-13,12.797499656677246,12.85714340209961,12.727856636047363,12.786429405212402,10.83879852294922,391638800
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,2011-07-14,12.893214225769045,12.914643287658691,12.726428985595703,12.77750015258789,10.831229209899902,430533600
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,2011-07-15,12.89892864227295,13.035714149475098,12.827500343322754,13.032856941223145,11.047691345214844,484467200
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,2011-07-18,13.051071166992188,13.380356788635254,13.045714378356934,13.350000381469728,11.316526412963867,572653200
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,2011-07-19,13.5,13.52321434020996,13.332857131958008,13.458929061889648,11.408860206604004,819145600
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,2011-07-20,14.147143363952637,14.15250015258789,13.785714149475098,13.817856788635254,11.713115692138672,941340400
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,2011-07-21,13.819643020629885,13.930713653564451,13.71071434020996,13.831786155700684,11.724925994873049,526534400
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,2011-07-22,13.868571281433104,14.108928680419922,13.848214149475098,14.046428680419922,11.906874656677246,516728800
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,2011-07-25,13.941070556640623,14.285714149475098,13.914999961853027,14.23214340209961,12.064297676086426,589806000
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,2011-07-26,14.285714149475098,14.446429252624512,14.274286270141602,14.407500267028809,12.21294403076172,476582400
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,2011-07-27,14.306785583496094,14.380000114440918,14.005356788635254,14.021071434020996,11.88537883758545,659324400
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,2011-07-28,13.98642921447754,14.178214073181152,13.861785888671877,13.993571281433104,11.862066268920898,594034000
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,2011-07-29,13.84428596496582,14.112500190734863,13.714285850524902,13.945713996887209,11.821496963500977,632584400
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,2011-08-01,14.206428527832031,14.26785659790039,14.013214111328123,14.16964340209961,12.011316299438477,612836000
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,2011-08-02,14.201786041259766,14.21071434020996,13.869643211364746,13.889642715454102,11.773970603942873,639539600
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,2011-08-03,13.963570594787598,14.055356979370115,13.651429176330566,14.020357131958008,11.88477611541748,732508000
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,2011-08-04,13.907500267028809,13.975713729858398,13.47678565979004,13.477499961853027,11.424604415893556,871407600
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,2011-08-05,13.587142944335938,13.696429252624512,12.948928833007812,13.343570709228516,11.311076164245604,1204590800
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,2011-08-08,12.917499542236328,13.134642601013184,12.60785675048828,12.614643096923828,10.693178176879885,1143833600
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,2011-08-09,12.903571128845217,13.378929138183594,12.678570747375488,13.357500076293944,11.322884559631348,1082583600
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,2011-08-10,13.255356788635254,13.380356788635254,12.946429252624512,12.98892879486084,11.010452270507812,878656800
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,2011-08-11,13.23285675048828,13.408928871154783,13.025713920593262,13.346428871154783,11.313495635986328,741969200
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,2011-08-12,13.5024995803833,13.558570861816406,13.365357398986816,13.463929176330566,11.41309928894043,528976000
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,2011-08-15,13.55821418762207,13.748929023742676,13.503213882446287,13.693214416503906,11.607462882995604,460544000
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,2011-08-16,13.625714302062988,13.69178581237793,13.430713653564451,13.588570594787598,11.518759727478027,498750000
